S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
2071	Parkinson Disease	Lachnospiraceae	Family	186803	Shotgun metagenomics sequencing	Stool	Decreased	12	1	11	null	null	12	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	the groups were tested based on the intake of a statin	false
2072	Parkinson Disease	Lacrimispora saccharolytica	Species	84030	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2073	Parkinson Disease	Micrococcaceae	Family	1268	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2074	Parkinson Disease	Micrococcaceae	Family	1268	Shotgun metagenomics sequencing	Stool	Decreased	12	1	11	null	null	12	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	the groups were tested based on the intake of a statin	false
2075	Parkinson Disease	Prevotella	Genus	838	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	true
2076	Parkinson Disease	Prevotella copri	Species	165179	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2077	Parkinson Disease	Prevotellaceae	Family	171552	Shotgun metagenomics sequencing	Stool	Decreased	12	1	11	null	null	12	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	the groups were tested based on the intake of a statin	false
2078	Parkinson Disease	Prevotellaceae	Family	171552	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2079	Parkinson Disease	Streptococcaceae	Family	1300	Shotgun metagenomics sequencing	Stool	Decreased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2080	Parkinson Disease	Streptococcaceae	Family	1300	Shotgun metagenomics sequencing	Stool	Decreased	12	1	11	null	null	12	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	the groups were tested based on the intake of a statin	false
2081	Parkinson Disease	Verrucomicrobiaceae	Family	203557	Shotgun metagenomics sequencing	Stool	Increased	12	1	11	null	null	12	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	the groups were tested based on the intake of a statin	false
2082	Parkinson Disease	Verrucomicrobiaceae	Family	203557	Shotgun metagenomics sequencing	Stool	Increased	59	31	28	64.8	65.6	59	0	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28449715	10.1186/s13073-017-0428-y	Bedarf JR	wuellner@uni-bonn.de	Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naive Parkinson's disease patients	Genome Medicine	2017	PD patients were compared to  age-matched non-parkinsonian controls	false
2083	Irritable Bowel Syndrome	Bacilli	Class	91061	16S rRNA sequencing	Stool	Increased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2084	Irritable Bowel Syndrome	Bacteroidales	Order	171549	16S rRNA sequencing	Stool	Decreased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2085	Irritable Bowel Syndrome	Bacteroidetes	Phylum	976	16S rRNA sequencing	Stool	Decreased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2086	Irritable Bowel Syndrome	Bacteroidia	Class	200643	16S rRNA sequencing	Stool	Decreased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2087	Irritable Bowel Syndrome	Clostridia	Class	186801	16S rRNA sequencing	Stool	Increased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2088	Irritable Bowel Syndrome	Firmicutes	Phylum	1239	16S rRNA sequencing	Stool	Increased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2089	Irritable Bowel Syndrome	Holdemania	Genus	61170	16S rRNA sequencing	Stool	Increased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2090	Irritable Bowel Syndrome	Lactobacillales	Order	186826	16S rRNA sequencing	Stool	Increased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2091	Irritable Bowel Syndrome	Parabacteroides	Genus	375288	16S rRNA sequencing	Stool	Decreased	36	13	23	26.07	26	17	35	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	28457228	10.1186/s40168-017-0260-z	Labus JS	emayer@ucla.edu	Differences in gut microbial composition correlate with regional brain volumes in irritable bowel syndrome	Microbiome	2017	null	false
2092	Coronary Heart Disease	Bacteroidetes	Phylum	976	16S rRNA sequencing	Stool	Decreased	64	29	35	68.27	66.14	33	31	Coronary Heart Disease	Healthy Controls	Cardiovascular diseases	undefined	MESH:D003327	Coronary Disease	Homo sapiens	28497047	10.1155/2017/3796359	Li Cui	hxg@sjtu.edu.cn	Association Study of Gut Flora in Coronary Heart Disease through High-Throughput Sequencing	BioMed Research International	2017	null	false
2093	Coronary Heart Disease	Bacteroidia	Class	200643	16S rRNA sequencing	Stool	Decreased	64	29	35	68.27	66.14	33	31	Coronary Heart Disease	Healthy Controls	Cardiovascular diseases	undefined	MESH:D003327	Coronary Disease	Homo sapiens	28497047	10.1155/2017/3796359	Li Cui	hxg@sjtu.edu.cn	Association Study of Gut Flora in Coronary Heart Disease through High-Throughput Sequencing	BioMed Research International	2017	null	false
2094	Coronary Heart Disease	Clostridia	Class	186801	16S rRNA sequencing	Stool	Increased	64	29	35	68.27	66.14	33	31	Coronary Heart Disease	Healthy Controls	Cardiovascular diseases	undefined	MESH:D003327	Coronary Disease	Homo sapiens	28497047	10.1155/2017/3796359	Li Cui	hxg@sjtu.edu.cn	Association Study of Gut Flora in Coronary Heart Disease through High-Throughput Sequencing	BioMed Research International	2017	null	false
2095	Coronary Heart Disease	Firmicutes	Phylum	1239	16S rRNA sequencing	Stool	Increased	64	29	35	68.27	66.14	33	31	Coronary Heart Disease	Healthy Controls	Cardiovascular diseases	undefined	MESH:D003327	Coronary Disease	Homo sapiens	28497047	10.1155/2017/3796359	Li Cui	hxg@sjtu.edu.cn	Association Study of Gut Flora in Coronary Heart Disease through High-Throughput Sequencing	BioMed Research International	2017	null	false
2096	Parkinson Disease	Barnesiellaceae	Family	2005519	16S rRNA sequencing	Stool	Increased	58	29	29	59	70	36	22	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28506555	10.1016/j.brainres.2017.04.019	Hopfner F	f.hopfner@neurologie.uni-kiel.de	Gut microbiota in Parkinson disease in a northern German cohort	Brain Research	2017	The ten most abundant bacterial groups accounted for >80% of the total bacterial count	false
2097	Parkinson Disease	Enterococcaceae	Family	81852	16S rRNA sequencing	Stool	Increased	58	29	29	59	70	36	22	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28506555	10.1016/j.brainres.2017.04.019	Hopfner F	f.hopfner@neurologie.uni-kiel.de	Gut microbiota in Parkinson disease in a northern German cohort	Brain Research	2017	The ten most abundant bacterial groups accounted for >80% of the total bacterial count	false
2098	Colorectal Neoplasms	Campylobacterales	Order	213849	16S rRNA sequencing	Mucosa tissue	Increased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2099	Parkinson Disease	Lactobacillaceae	Family	33958	16S rRNA sequencing	Stool	Increased	58	29	29	59	70	36	22	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28506555	10.1016/j.brainres.2017.04.019	Hopfner F	f.hopfner@neurologie.uni-kiel.de	Gut microbiota in Parkinson disease in a northern German cohort	Brain Research	2017	The ten most abundant bacterial groups accounted for >80% of the total bacterial count	false
2100	Parkinson Disease	Acidaminococcus	Genus	904	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2101	Parkinson Disease	Acinetobacter	Genus	469	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	true
2102	Parkinson Disease	Actinobacteria	Class	1760	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2103	Parkinson Disease	Bacilli	Class	91061	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2104	Parkinson Disease	Bacteroidetes	Phylum	976	16S rRNA sequencing	Stool	Decreased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2105	Parkinson Disease	Blautia	Genus	572511	16S rRNA sequencing	Stool	Decreased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2106	Parkinson Disease	Coriobacteriaceae	Family	84107	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2107	Parkinson Disease	Enterobacteriaceae	Family	543	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2108	Parkinson Disease	Enterococcaceae	Family	81852	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2109	Parkinson Disease	Enterococcus	Genus	1350	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	true
2110	Parkinson Disease	Erysipelotrichaceae	Family	128827	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2111	Parkinson Disease	Faecalibacterium	Genus	216851	16S rRNA sequencing	Stool	Decreased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2112	Parkinson Disease	Megamonas	Genus	158846	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2113	Parkinson Disease	Megasphaera	Genus	906	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	true
2114	Parkinson Disease	Moraxellaceae	Family	468	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2115	Parkinson Disease	Negativicutes	Class	909932	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2116	Parkinson Disease	Pasteurellaceae	Family	712	16S rRNA sequencing	Stool	Decreased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2117	Parkinson Disease	Proteobacteria	Phylum	1224	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2118	Parkinson Disease	Proteus	Genus	583	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2119	Parkinson Disease	Ruminococcus	Genus	1263	16S rRNA sequencing	Stool	Decreased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2120	Parkinson Disease	Streptococcaceae	Family	1300	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2121	Parkinson Disease	Streptococcus	Genus	1301	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	true
2122	Parkinson Disease	Veillonellaceae	Family	31977	16S rRNA sequencing	Stool	Increased	38	24	14	73.75	74.64	22	16	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	28536926	10.1007/s11427-016-9001-4	Li W	bin_chin@hotmail.com	Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features	Science China Life Science	2017	null	false
2123	Colorectal Neoplasms	Fusobacterium	Genus	848	16S rRNA sequencing	Stool	Increased	277	46	231	67	61	141	136	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28582482	10.1093/carcin/bgx053	Efrat L.Amitay	e.amitay@dkfz-heidelberg.de	Fusobacterium and colorectal cancer: causal factor or passenger Results from a large colorectal cancer screening study	Carcinogenesis	2017	Healthy group had no detection of neoplasms at colonoscopy	true
2124	Colorectal Neoplasms	Fusobacterium nucleatum	Species	851	qPCR	Stool	Increased	277	46	231	67	61	141	136	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28582482	10.1093/carcin/bgx053	Efrat L.Amitay	e.amitay@dkfz-heidelberg.de	Fusobacterium and colorectal cancer: causal factor or passenger Results from a large colorectal cancer screening study	Carcinogenesis	2017	Healthy group had no detection of neoplasms at colonoscopy	false
2125	Colorectal Neoplasms	Fusobacterium periodonticum	Species	860	16S rRNA sequencing	Stool	Increased	277	46	231	67	61	141	136	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28582482	10.1093/carcin/bgx053	Efrat L.Amitay	e.amitay@dkfz-heidelberg.de	Fusobacterium and colorectal cancer: causal factor or passenger Results from a large colorectal cancer screening study	Carcinogenesis	2017	Healthy group had no detection of neoplasms at colonoscopy	false
2126	Colorectal Neoplasms	Acinetobacter	Genus	469	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	true
2127	Colorectal Neoplasms	Actinobacteria	Class	1760	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2128	Colorectal Neoplasms	Alloprevotella	Genus	1283313	16S rRNA sequencing	Mucosa tissue	Increased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2129	Colorectal Neoplasms	Anoxybacillus	Genus	150247	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2130	Colorectal Neoplasms	Bacillaceae	Family	186817	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2131	Colorectal Neoplasms	Bacillales	Order	1385	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
2132	Colorectal Neoplasms	Bacilli	Class	91061	16S rRNA sequencing	Mucosa tissue	Decreased	130	65	65	null	null	35	30	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	28600626	10.1007/s10096-017-3026-4	Gao R	qinhuanlong@126.com	Mucosa-associated microbiota signature in colorectal cancer	European Journal of Clinical Microbiology & Infectious Diseases	2017	null	false
