Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
SchwerdtfegerMontini2025,https://pubmed.ncbi.nlm.nih.gov/40185103/,10.1016/j.xcrm.2025.102055,Gut microbiota and metabolites are linked to disease progression in multiple sclerosis.,2025,United States,North America,16S,Cell reports. Medicine,Multiple sclerosis (MS),No Difference,No,"Bacteroides, Alistipes, Bacteroides","Streptococcus, Eubacterium_hallii_group, Butyricicoccus, uncultured (Eggerthellaceae)",Linear (e.g. MaAsLin),Figure/Table fallback (Top 5),gradient/subtypes,Lucas Patel,not really a proper control group here,,,,,,,,,
ZhaoZhou2025,https://pubmed.ncbi.nlm.nih.gov/39893498/,10.1186/s13195-025-01683-0,Multi-omics analyses identify gut microbiota-fecal metabolites-brain-cognition pathways in the Alzheimer's disease continuum.,2025,China,Asia,16S,Alzheimer's research & therapy,Alzheimer’s disease (AD),No Difference,Yes,"Sphingomonas, Staphylococcus, Stenotrophomonas, Massilia, Variovorax, Bacillus, Bosea, Dyella","Limosilactobacillus, Anaerostipes",Other,Supplementary File fallback (Top 5),gradient/subtypes,Lucas Patel,"hard to interpret the ""DA"" results",,,,,,,,,
AhoHouser2021,https://pubmed.ncbi.nlm.nih.gov/33557896/,10.1186/s13024-021-00427-6,"Relationships of gut microbiota, short-chain fatty acids, inflammation, and the gut barrier in Parkinson's disease.",2021,Finland,Europe,16S,Molecular neurodegeneration,Parkinson’s disease (PD),Not Reported,Not reported,N/A,N/A,Other,Main Text,,Lucas Patel,"this one is weird because it doesn't directly compare disease to control, but rather correlates against other variables",,,,,,,,,
GhimireLehman2025,https://pubmed.ncbi.nlm.nih.gov/40030030/,10.1073/pnas.2413953122,Specific microbial ratio in the gut microbiome is associated with multiple sclerosis.,2025,United States,North America,Shotgun,Proceedings of the National Academy of Sciences of the United States of America,Multiple sclerosis (MS),No Difference,Yes,"Mediterraneibacter, Collinsella, [Ruminococcus] torques, Ruminococcus sp. Marseille-P328, Dorea sp. CAG:317, Blautia sp. CAG:257, [Ruminococcus] gnavus, Lachnoclostridium, Eggerthella lenta, Ruminococcaceae bacterium cv2, Eggerthella","Faecalibacterium, Faecalibacterium prausnitzii, Prevotella, Prevotella copri, Bifidobacterium adolescentis, Ruminococcus callidus, Streptococcus equinus, Faecalibacterium sp. CAG:74_58_120","LEfSe (LDA), Other",Figure/Table fallback (Top 5),,Lucas Patel,,,,,,,,,,
CattaneoCattane2017,https://pubmed.ncbi.nlm.nih.gov/27776263/,10.1016/j.neurobiolaging.2016.08.019,Association of brain amyloidosis with pro-inflammatory gut bacterial taxa and peripheral inflammation markers in cognitively impaired elderly.,2017,Italy,Europe,Other,Neurobiology of aging,Alzheimer’s disease (AD),Not Reported,Not reported,Escherichia/Shigella,"Bacteroides fragilis, Eubacterium rectale
",Other,Figure/Table fallback (Top 5),gradient/subtypes,Lucas Patel,"no microbiome profiling, direct primers for specific bacteria",,,,,,,,,
ChenChen2022,https://pubmed.ncbi.nlm.nih.gov/34996879/,10.1212/WNL.0000000000013225,Association of Fecal and Plasma Levels of Short-Chain Fatty Acids With Gut Microbiota and Clinical Severity in Patients With Parkinson Disease.,2022,Taiwan,Asia,Shotgun,Neurology,Parkinson’s disease (PD),Increase,Yes,N/A,N/A,Other,Main Text,,Lucas Patel,"no obvious DA, only taxa correlations with SCFA",,,,,,,,,
NagpalNeth2019,https://pubmed.ncbi.nlm.nih.gov/31477562/,10.1016/j.ebiom.2019.08.032,Modified Mediterranean-ketogenic diet modulates gut microbiome and short-chain fatty acids in association with Alzheimer's disease markers in subjects with mild cognitive impairment.,2019,United States,North America,16S,EBioMedicine,Alzheimer’s disease (AD),No Difference,Not reported,"Fimicutes, Proteobacteria, Tenericutes","Bacteroidetes, Verrucomicrobia",LEfSe (LDA),Main Text,intervention,Lucas Patel,,,,,,,,,,
ClasenYildirim2025,https://pubmed.ncbi.nlm.nih.gov/40420833/,10.1080/19490976.2025.2506843,Microbiome signatures of virulence in the oral-gut-brain axis influence Parkinson's disease and cognitive decline pathophysiology.,2025,Turkey,Asia,Shotgun,Gut microbes,"Parkinson’s disease (PD), Dementia",Decrease,Not reported,"Olsenella, Libanicoccus, Caecibacter, Hungatella","Butyricicoccus, Coprococcus, Dorea, Lachnospira, Romboutsia, Anaerostipes, Fusicatenibacter, Faecalibacterium, Roseburia, Blautia, Gemmiger",Other,Main Text,gradient/subtypes,Lucas Patel,"beta not reported for PD vs HC, only gut vs oral which is obviously significant; DA is Wilcoxon rank-sum test",,,,,,,,,
SterlinLarsen2021,https://pubmed.ncbi.nlm.nih.gov/33975914/,10.1212/NXI.0000000000000997,Perturbed Microbiota/Immune Homeostasis in Multiple Sclerosis.,2021,France,Europe,16S,Neurology(R) neuroimmunology & neuroinflammation,Multiple sclerosis (MS),No Difference,Not reported,Clostridium,"Prevotella, Coprococcus",Other,Main Text,,Lucas Patel,DA is Wilcoxon paired rank test,,,,,,,,,
KangKhatib2025,https://pubmed.ncbi.nlm.nih.gov/40604345/,10.1002/alz.70417,Gut microbiome compositional and functional features associate with Alzheimer's disease pathology.,2025,United States,North America,Shotgun,Alzheimer's & dementia : the journal of the Alzheimer's Association,"Alzheimer’s disease (AD), Dementia",No Difference,Yes,"Fusobacterium_A mortiferum, Fusobacterium nucleatum, Fusobacterium animalis, Nanogingivalis gingivitcus, Collinsella stercoris, Collinsella tanakaei","Cryptobacteroides spp., Clostridium_P perfringens, Turicibacter sanguinis, Prevotella hominis, Prevotella copri",Other,Main Text,,Lucas Patel,this is us! DA is BIRDMAn,,,,,,,,,
ZhangShen2023,https://pubmed.ncbi.nlm.nih.gov/37604976/,10.1038/s41380-023-02216-7,Transmission of Alzheimer's disease-associated microbiota dysbiosis and its impact on cognitive function: evidence from mice and patients.,2023,China,Asia,16S,Molecular psychiatry,"Alzheimer’s disease (AD), Dementia",Increase,Not reported,None,"Bacteroides uniforms,  Bilophila wadsworthia, Parabacteroides distasonis",Linear (e.g. MaAsLin),Main Text,,Lucas Patel,"this is mostly mouse work, small human component",,,,,,,,,
BrennerHiergeist2018,https://pubmed.ncbi.nlm.nih.gov/29065369/,10.1016/j.neurobiolaging.2017.09.023,The fecal microbiome of ALS patients.,2018,Germany,Europe,16S,Neurobiology of aging,Amyotrophic lateral sclerosis (ALS),No Difference,No,Ruminococcaceae (uncultured),None,Other,Main Text,,Lucas Patel,"I think they did like Kruskal-Wallis on each OTU with Bonferroni FDR correction, but it's unclear",,,,,,,,,
ParkKang2024,https://pubmed.ncbi.nlm.nih.gov/39218360/,10.1016/j.nbd.2024.106655,Difference in gut microbial dysbiotic patterns between body-first and brain-first Parkinson's disease.,2024,South Korea,Asia,Shotgun,Neurobiology of disease,Parkinson’s disease (PD),No Difference,Differing B/w Subgroups,"Escherichia coli group, E. fergusonii, Escherichia CP040443, E. ruysiae, Escherichia JAATUR, E. whittamii, Ruthenibacterium lactatiformans, E. albertii, E. marmotae, Citrobacter portucalensis","Prevotella copri, Faecalibacterium PRLE, F. duncaniae, Agathobacter rectalis, Dysosmobacter segnis, Lachnospira hominis, Oscillibacter PAC001129, F. prausnitzii, Oscillibacter PAC001187, Roseburia faecis",ANCOM,Supplementary File fallback (Top 5),gradient/subtypes;confounding disease,Lucas Patel,,,,,,,,,,
FanLin2025,https://pubmed.ncbi.nlm.nih.gov/40448221/,10.1186/s13195-025-01769-9,Compositional and functional gut microbiota alterations in mild cognitive impairment: links to Alzheimer's disease pathology.,2025,Taiwan,Asia,Shotgun,Alzheimer's research & therapy,"Alzheimer’s disease (AD), Dementia",No Difference,No,"Bacteroides thetaiotaomicron, Bifidobacterium dentium, Clostridium scindens, Clostridium symbiosum, Eisenbergiella tayi, Prevotella copri clade C, Ruminococcus torques, Streptococcus anginosus","Adlercreutzia equolifaciens, Alistipes communis, Bacteroides eggerthii, Bacteroides intestinalis, Bifidobacterium pseudocatenulatum, Clostridiaceae bacterium, Dialister hominis, Enterococcus faecium, Fusicatenibacter saccharivorans, Lacrimispora amygdalina, Parasutterella excrementihominis, Phocaeicola dorei, Roseburia faecis, Ruminococcus lactaris",Linear (e.g. MaAsLin),Main Text,,Lucas Patel,,,,,,,,,,
MetcalfeRoachCirstea2024,https://pubmed.ncbi.nlm.nih.gov/39192744/,10.1002/mds.29959,Metagenomic Analysis Reveals Large-Scale Disruptions of the Gut Microbiome in Parkinson's Disease.,2024,Canada,North America,Shotgun,Movement disorders : official journal of the Movement Disorder Society,Parkinson’s disease (PD),No Difference,Yes,"Alistipes indistinctus, Blautia obeum, Coprococcus catus, Ruthenibacterium lactatiformans","Blautia wexlerae, Roseburia intestinalis, Roseburia inulinivorans","Linear (e.g. MaAsLin), ANCOM, Other",Main Text,,Lucas Patel,"three way consensus DA with MaAsLin, ANCOM-BC, and ALDEx2",,,,,,,,,
SchwerdtfegerMontini2025,https://pubmed.ncbi.nlm.nih.gov/40344717/,10.1016/j.ebiom.2025.105721,Faecal mucoprotein MUC2 is decreased in multiple sclerosis and is associated with mucin degrading bacteria.,2025,United States,North America,16S,EBioMedicine,"Amyotrophic lateral sclerosis (ALS), Parkinson’s disease (PD)",Not Reported,Not reported,N/A,N/A,Other,Main Text,,Lucas Patel,"technically they do not report diversity of DA results in this paper, not focused on microbiome profiling but rather on microbiome-MUC2 correlations",,,,,,,,,
ThirionSellebjerg2023,https://pubmed.ncbi.nlm.nih.gov/36604748/,10.1186/s13073-022-01148-1,The gut microbiota in multiple sclerosis varies with disease activity.,2023,Denmark,Europe,Shotgun,Genome medicine,Multiple sclerosis (MS),Not Reported,Yes,"Dysosmobacter, Flavonifractor, Lawsonibacter, Hungatella, Bilophila, Gordonibacter, Anaerobutyricum, Pseudoflavonifractor, Blautia, Anaerotruncus, Erysipelatoclostridium, Ruminococcus, Selimonas, Coprobacillus, Clostridium","Haemophilus, Veillonella, Victivallis, Bifidobacterium, Streptococcus",Linear (e.g. MaAsLin),Main Text,,Megan Nelson,,,,,,,,,,
TrociHaas2025,https://pubmed.ncbi.nlm.nih.gov/40938657/,10.1177/1877718X251354931,Differences in intestinal microbiota in Parkinson's disease and isolated REM sleep behavior disorder.,2025,Germany,Europe,16S,Journal of Parkinson's disease,Parkinson’s disease (PD),No Difference,Yes,"Bacteroides, Citrobacter, Acidaminococcus, Lachnospiraceae (iRBD vs HC), Escherichia/Shigella (PD vs. HC)","Clostridium Cluster IV, Prevotella, Faecalibacterium (PD vs HC), ",DESeq,Main Text,confounding disease,Megan Nelson,Differing B/w Subgroups,,,,,,,,,
HensenThiele2025,https://pubmed.ncbi.nlm.nih.gov/40995781/,10.1080/19490976.2025.2554195,Metabolic modeling links gut microbiota to metabolic markers of Parkinson's disease.,2025,Ireland,Europe,Shotgun,Gut microbes,Parkinson’s disease (PD),Not Reported,Not reported,"Bacteroides, Bifidobacterium, Escheria, Methanobrevibacter ","Faecalibacterium, Eubacterium, Blautia",Linear (e.g. MaAsLin),Main Text,,Megan Nelson,,,,,,,,,,
LiLu2022,https://pubmed.ncbi.nlm.nih.gov/34695538/,10.1016/j.neuroscience.2021.10.011,"Oral, Nasal, and Gut Microbiota in Parkinson's Disease.",2022,China,Asia,16S,Neuroscience,Parkinson’s disease (PD),Differing B/w Subgroups,Differing B/w Subgroups,"Corynebacteriaceae (nasal),  Firmicutes (gut), Streptococcaceae (oral), Prevotellaceae (oral)","Bacteroidetes (gut), Neisseria (oral), Gammaproteobacteria (oral), Proteobacteria (oral)",LEfSe (LDA),Main Text,,Megan Nelson,,,,,,,,,,
ChenZeng2023,https://pubmed.ncbi.nlm.nih.gov/38661357/,10.1163/18762891-20220116,Correlation between APOE4 gene and gut microbiota in Alzheimer's disease.,2023,China,Asia,16S,Beneficial microbes,Alzheimer’s disease (AD),No Difference,Not reported,"Faecalibacterium, Bacteroides","Escherichia-Shigella, Clostridium",LEfSe (LDA),Main Text,,Megan Nelson,"Could not access full text, so only reported what I found in abstract here. I would appreciate it if the person who is checking my work has full access to this text",,,,,,,,,
BolliriFontana2022,https://pubmed.ncbi.nlm.nih.gov/35852145/,10.1002/ana.26454,Gut Microbiota in Monozygotic Twins Discordant for Parkinson's Disease.,2022,Italy,Europe,Shotgun,Annals of neurology,Parkinson’s disease (PD),No Difference,No,"Desulfovibrionaceae, Burkholderiaceae, Burkholderiaceae","Bacteroides, Biﬁdobacterium catenulatum",Other,Main Text,,Megan Nelson,,,,,,,,,,
ZhangPaul2022,https://doi.org/10.3233/JPD-223500,10.3233/JPD-223500,Parkinson’s Disease and the Gut Microbiome in Rural California,2022,United States,North America,16S,Journal of Parkinson’s Disease,Parkinson’s disease (PD),Decrease,Yes,Proteobacteria (p=0.0007); Verrucomicrobiota (p=0.0078); Actinobacteriota (p=0.0135; NS after constipation adjustment); UBA1819 (p<0.0001); DTU089 (p=0.0078); Akkermansia (p=0.0213); Enterococcus (p=0.0252); Hungatella (p=0.0312),,Other,Main Text,,Emily Song,,,,,,,,,,
MarizzoniMombelli2026,https://pubmed.ncbi.nlm.nih.gov/41093142/,10.1016/j.bbi.2025.106138,Microbiota-gut-brain axis dysregulation in Alzheimer's disease and its modulation through probiotic supplementation.,2026,Italy,Europe,16S,"Brain, behavior, and immunity",Alzheimer’s disease (AD),No Difference,Yes,"[Eubacterium] coprostanoligenes , Rhodospirillales, Desulfovibrio, CAG-352, Faecalitalea, and Negativibacillus","Fusicatenibacter, Clostridium sensu stricto 1, Intestinibacter",Linear (e.g. MaAsLin),Main Text,intervention,Megan Nelson,,,,,,,,,,
DengLi2024,https://pubmed.ncbi.nlm.nih.gov/38908272/,10.1016/j.envint.2024.108806,Association between environmental phthalates exposure and gut microbiota and metabolome in dementia with Lewy bodies.,2024,China,Asia,16S,Environment international,Dementia,Not Reported,Not reported,"Escherichia, Faecalibacterium","Bacteroides, Phocaeicola",Other,Main Text,,Megan Nelson,,,,,,,,,,
WangLi2022,https://doi.org/10.3233/JAD-220076,10.3233/JAD-220076,Intestinal Microflora Changes in Patients with Mild Alzheimer’s Disease in a Chinese Cohort,2022,China,Asia,16S,Journal of Alzheimer’s Disease,Alzheimer’s disease (AD),No Difference,Yes,Akkermansia (LEfSe LDA>2; p<0.01); Bifidobacterium (Metastats FDR p<0.05); Bacteroides (Metastats FDR p<0.05); Fusobacterium (Metastats FDR p<0.05); Anaerotruncus (Metastats FDR p<0.05); Clostridium (Metastats FDR p<0.05); Coprobacillus (Metastats FDR p<0.05); Enterobacter (Metastats FDR p<0.05); Robiginitalea (Metastats FDR p<0.05); Moryella (Metastats FDR p<0.05); Sutterella (Metastats FDR p<0.05); Pyramidobacter (Metastats FDR p<0.05),Anaerostipes (Metastats FDR p<0.05); Mitsuokella (Metastats FDR p<0.05); Prevotella (Metastats FDR p<0.05); Bosea (Metastats FDR p<0.05); Lachnobacterium (Metastats FDR p<0.05); Aeromicrobium (Metastats FDR p<0.05); Coprococcus (Metastats FDR p<0.05); Tsukamurella (Metastats FDR p<0.05); Ruminococcus (Metastats FDR p<0.05); Megamonas (Metastats FDR p<0.05); Comamonas (Metastats FDR p<0.05); Fimbriimonas (Metastats FDR p<0.05); Faecalibacterium (Metastats FDR p<0.05); Labrys (Metastats FDR p<0.05).,,Main Text,,Emily Song,,,,,,,,,,
KaurKumari2025,https://pubmed.ncbi.nlm.nih.gov/40720918/,10.1016/j.jneuroim.2025.578696,Gut dysbiosis influences the pathophysiology of multiple sclerosis: A case-control study from North India.,2025,India,Asia,16S,Journal of neuroimmunology,Multiple sclerosis (MS),Decrease,Yes,"Anaerostipes, Ruminococcus, Anaerobutyricum, Lachnoclostridium, Faecalibacterium, Bacteroides, Bifidobacterium, Deinococcus","Bacillus, Faecalibacterium prausnitzii ",Other,Main Text,,Megan Nelson,,,,,,,,,,
GuptaJanda2025,https://pubmed.ncbi.nlm.nih.gov/39819054/,10.1212/NXI.0000000000200355,Alterations in Gut Microbiome-Host Relationships After Immune Perturbation in Patients With Multiple Sclerosis.,2025,United States,North America,16S,Neurology(R) neuroimmunology & neuroinflammation,Multiple sclerosis (MS),Increase,Yes,"Monoglobus, Coprococcus (Iga+), Dorea  (Iga+), Emergencia  (Iga-), Oscillibacter (Iga-), Bifidobacterium (Iga-), Alistipes ",Faecalibacterium,Other,Main Text,,Megan Nelson,,,,,,,,,,
NakaharaNakane2023,https://pubmed.ncbi.nlm.nih.gov/36750613/,10.1038/s41598-023-29219-2,Gut microbiota of Parkinson's disease in an appendectomy cohort: a preliminary study.,2023,Japan,Asia,16S,Scientific reports,Parkinson’s disease (PD),No Difference,No,"Serratia, Enterobacteriacae","Prevotellaceae, Fusosobacteriaceae (PD/APP+ and HC/APP+)",Other,Main Text,gradient/subtypes,Megan Nelson,,,,,,,,,,
PalaciosWilkinson2023,https://pubmed.ncbi.nlm.nih.gov/37314861/,10.1002/ana.26719,Metagenomics of the Gut Microbiome in Parkinson's Disease: Prodromal Changes.,2023,United States,North America,Shotgun,Annals of neurology,Parkinson’s disease (PD),No Difference,No,"Bifidobacterium, Eisenbergiella tayi (recent onset PD), Clostridium leptum (recent onset PD),  Ruthenibacterium lactatiformans (recent onset PD)","Roseburia, Eubacterium, Oscillibacter, Bacteroides",Linear (e.g. MaAsLin),Main Text,gradient/subtypes,Megan Nelson,,,,,,,,,,
ZhangYuan2023,https://pubmed.ncbi.nlm.nih.gov/36420886/,10.5414/CP204285,Changes in the intestinal microbiota of patients with Parkinson's disease and their clinical significance.,2023,China,Asia,16S,International journal of clinical pharmacology and therapeutics,Parkinson’s disease (PD),Not Reported,Not reported,"Coriobacteriia, Coriobacteriaceae, Collinsella, Escherichia, Fusobacterium ",Lachnospiraceae,Other,Main Text,,Megan Nelson,,,,,,,,,,
BarichellaSevergnini2019,https://pubmed.ncbi.nlm.nih.gov/30576008/,10.1002/mds.27581,Unraveling gut microbiota in Parkinson's disease and atypical parkinsonism.,2019,Italy,Europe,16S,Movement disorders : official journal of the Movement Disorder Society,"Multiple system atrophy (MSA), Parkinson’s disease (PD)",Not Reported,Not reported,"Lactobacillaceae, Christensenellaceae ",Lachnospiraceae,Other,Main Text,gradient/subtypes,Megan Nelson,,,,,,,,,,
PetrovSaltykova2017,https://pubmed.ncbi.nlm.nih.gov/28429209/,10.1007/s10517-017-3700-7,Analysis of Gut Microbiota in Patients with Parkinson's Disease.,2017,Russia,Europe,16S,Bulletin of experimental biology and medicine,Parkinson’s disease (PD),Decrease,Yes,"Christensenella, Catabacter, Lactobacillus, Oscillospira, Bifidobacterium, Ruminococcus, Papillibacter cinnamivorans","Dorea, Bacteroides, Prevotella, Faecalibacterium, Stoquefichus, Blautia, Coprococcus, Ruminococcus callidus",Other,Main Text,,Megan Nelson,,,,,,,,,,
